id,TmStamp,H,u,u_e,u_n
series_1,2023-11-03 14:00:00,2.633530268,6.442559283577033,4.424599826465776,4.682892962479886
series_1,2023-11-03 15:00:00,2.630577512,8.240033380106617,5.387988894321063,6.2343985900762044
series_1,2023-11-03 16:00:00,2.84776912,9.16572928976,5.409761059834833,7.398991734598646
series_1,2023-11-03 17:00:00,3.3379266160000003,9.636289043014143,5.895820930867674,7.622162558726824
series_1,2023-11-03 18:00:00,3.74671928,10.811529366400464,5.113914313967097,9.52559959424823
series_1,2023-11-03 19:00:00,3.970472568,10.58641646894534,5.379994099712133,9.117449047898198
series_1,2023-11-03 20:00:00,4.71292666,12.13350443609639,6.188614720062495,10.43661716014325
series_1,2023-11-03 21:00:00,5.352362375999999,12.35760136108789,5.212932442177616,11.204269130686454
series_1,2023-11-03 22:00:00,5.578084168,10.936946430618583,4.878954156442338,9.788391265450855
series_1,2023-11-03 23:00:00,6.76509208,11.64403761905141,4.881744160007846,10.571290651103759
series_1,2023-11-04 00:00:00,7.886483192,10.856459505579826,5.692037497150938,9.244642888036413
series_1,2023-11-04 01:00:00,8.211942520000001,9.579685160348482,4.9320243240157655,8.212521162147333
series_1,2023-11-04 02:00:00,7.903215476,10.063301848221105,6.835050287883187,7.385941487076531
series_1,2023-11-04 03:00:00,8.806102644,11.329716665448338,7.829266440292298,8.189326390262543
series_1,2023-11-04 04:00:00,9.331693212,10.60659242936788,7.930922936149492,7.042745511771811
series_1,2023-11-04 05:00:00,8.931430732,11.104061069209246,8.688083479643295,6.915011039722037
series_1,2023-11-04 06:00:00,8.639764056,11.208612923438928,8.701472669410617,7.065223071565557
series_1,2023-11-04 07:00:00,9.139435988,9.45734066318136,7.566648520000716,5.673369597887539
series_1,2023-11-04 08:00:00,8.730643323999999,9.337144755972252,7.420567834585758,5.667225529859507
series_1,2023-11-04 09:00:00,8.649606576,9.558991002962799,7.301492981419013,6.169482088231769
series_1,2023-11-04 10:00:00,7.723753528,10.5127994429978,9.213372460066845,5.062876656682113
series_1,2023-11-04 11:00:00,8.43832048,10.005817298539084,8.173072952863546,5.772110386930792
series_1,2023-11-04 12:00:00,7.705380824,8.596217533259649,7.4367461527986105,4.311584689873975
series_1,2023-11-04 13:00:00,7.299212832,8.681268296025602,7.650718465887105,4.102551179853009
series_1,2023-11-04 14:00:00,7.494422812,7.264968615202256,5.602639769760805,4.624953685191709
series_1,2023-11-04 15:00:00,6.857283684,6.835260393114515,5.176968080479831,4.463158762062242
series_1,2023-11-04 16:00:00,6.273294163999999,7.324119034535672,6.351804326081944,3.6465465080284445
series_1,2023-11-04 17:00:00,5.876312523999999,6.60147618251339,5.703553865419115,3.3239977576036703
series_1,2023-11-04 18:00:00,5.230315128,6.481458204053925,5.641259444533741,3.191471812558712
series_1,2023-11-04 19:00:00,4.484252112,6.17921071602408,5.660439850635105,2.4783191421543878
series_1,2023-11-04 20:00:00,4.2404857,5.308603977851156,5.098809364768001,1.4776397583346392
series_1,2023-11-04 21:00:00,3.931102488,5.016924424919187,4.540217024279305,2.134469502662217
series_1,2023-11-04 22:00:00,3.619422688,4.8285084686685655,4.334517187456981,2.127546658394144
series_1,2023-11-04 23:00:00,3.212926612,4.65831484567903,4.082499810187077,2.2434554823521973
series_1,2023-11-05 00:00:00,3.00032818,4.4044244872361125,4.089467356588997,1.635607472212722
series_1,2023-11-05 01:00:00,3.150262568,3.8758429034802386,3.4410322661809754,1.7836634087067955
series_1,2023-11-05 02:00:00,2.873031588,3.831630345175738,3.0763353002760976,2.28419618735929
series_1,2023-11-05 03:00:00,2.80839904,4.252393892590094,3.550164409925485,2.3407662164846714
series_1,2023-11-05 04:00:00,2.788714,4.8947936191325505,4.72412349802449,1.281273487321731
series_1,2023-11-05 05:00:00,2.87237542,4.527370028073864,4.043928805787803,2.035612729578288
series_1,2023-11-05 06:00:00,2.820538148,3.6221074778789677,3.538485564003131,0.7738103738308125
series_1,2023-11-05 07:00:00,2.987532904,4.445638114699856,4.259323954970093,1.273521767968655
series_1,2023-11-05 08:00:00,2.948818992,4.522382664055367,4.366060212457042,1.1787549284512375
series_1,2023-11-05 09:00:00,2.925525028,4.045834488358934,3.8928762128845626,1.1019489545129322
series_1,2023-11-05 10:00:00,3.063648392,4.111976042641483,4.0739720561372375,-0.5577621904274574
series_1,2023-11-05 11:00:00,2.776902976,4.3831858923884175,4.273988132955077,-0.9722880265600405
series_1,2023-11-05 12:00:00,2.724409536,4.129005385938531,4.081636883539234,-0.6236391809704759
series_1,2023-11-05 13:00:00,2.678477776,3.9540396726516684,3.732058412486205,-1.306204325017437
series_1,2023-11-05 14:00:00,2.42454076,3.500182957003114,3.079505630959985,-1.6637084484310378
series_1,2023-11-05 15:00:00,2.638779612,3.352503499970588,3.331007465016418,0.3790369181490641
series_1,2023-11-05 16:00:00,2.519357036,3.5851577391101292,3.5696088947174798,0.3335391327192464
series_1,2023-11-05 17:00:00,2.663057828,3.7583790880846446,3.755916320335702,-0.13603662884637135
series_1,2023-11-05 18:00:00,2.82480324,3.6966223593375083,3.4878183160009555,-1.2248021318246738
series_1,2023-11-05 19:00:00,2.746719248,3.932238769065754,1.7960052516757925,-3.4981233358612056
series_1,2023-11-05 20:00:00,2.885170696,4.4850508057040726,0.5839705551504333,-4.446870711012863
